Job ID,Title,Description,Work Location,Location Latitude,Location Longitude,Show Map,Age Limit,Experience List,Internal Reference Code,Internal Contacts,Is Public,Is Urgent,Min Salary,Max Salary,Job Image,Slug,Is Delete,Job Level,Job Type,Created At,Created By,Updated At,Updated By,Owner
610cdc6f-4dcc-4be8-a629-be16d774d74f,Project Coordinator (Digital Platform Project),"What we want? 
· Coordinate project management activities, resources and information. 
· Meeting with different teams. 
· Monitor project progress and report project status. 
· Create and maintain project documentation, plan and reports. 
· Generate MOM and daily performance report. 
· Provide advice, assistance and follow-up on company policies, procedures and documentation. 
· Work on Site.


Who are we looking for? 
·At least 1 - 2 years of experience supporting IT projects and experience in project management will be advantage. 
· Excellent communication, interpersonal and negotiation skills. 
· Excellent planning and organization ability. 
· Excellent self-learning, motivating and problem solving. 
· Team working and able to work under pressure with very good negotiation. 
· Excellent command of English.",SJ Infinite 1,13.8096132,100.5584052,true,,,,,true,false,0,0,279da58ef1160067abede32978f126b828fc96bf.jpg,project-coordinator-digital-platform-project,false,Junior,Full Time,2024-02-26T06:38:37.491514,pachara_i,2024-02-26T06:38:37.491514,pachara_i,
c4e20c45-d9b7-4ce7-9f70-3eb1816a0c03,Social Media Planner (Internship),"About Us

Corporate Communication and Branding, a team made up of people exhibiting many different skill-sets all working towards a common goal: to improve MFEC brand and the ways that people perceive it. We are in charge of seizing new opportunities in this VUCA world by working as a connector between many stakeholders. We work on the same page to make things possible and create a current of waves that impact others.

What you'll work on:
· Develop and execute engaging content creation, such as contributing content ideas + copywriting, across various platforms (including but not limited to, Instagram, Instagram stories, TikTok, Facebook, and Youtube)
· Work closely with Creative to plan out social content for the upcoming weeks
· Stay up to date on trending audios and memes to create on-the-fly content that our audience will love

Who you are:
· Ability to work well in a team environment
· Social media is your life, you're always up on the newest trends and creators
· An email wizard and strong writer - you've got the whole professional-but-not-stuffy thing down
· You LOVE creating video content
· Able to manage multiple projects at once and stay connected with the team
· Able to analyze problems and create a solution
· A desire to gain experience in a professional Tech environment.

What you should know before applying!
· You are able to work in an office, MFEC is currently a hybrid work environment but our team needs to work onsite 5 days per week for powerful collaboration with both inside and outside team
· You have strong organizational skills
· You have collaborative spirit, results driven by the ability to manage multiple priorities and work against deadlines
· You demonstrated creative thinker
· You must be pro-active, and able to operate effectively both independently and within a team
· You must have excellent written, verbal communication, and exceptional interpersonal skills","Head Office : Chatuchak, SJ Infinite One Business Complex",13.8096132,100.5584052,true,,127,CCB,,true,false,0,0,9d2d56f2c8bc48065bd9e066467e949325b37fe6.png,social-media-planner-internship,false,Others,Internship,2022-08-04T08:24:59.876773,chonpicha,2024-02-15T09:11:33.072172,pornphawit.see,
0fcccb68-3c78-41c3-bdcb-04b2d77c4466,Software Engineer (IT Infrastructure),"Our Team
We are a new team working in dynamic work environment of IT Operation and explore new automation technologies. This job combines software engineering and operations expertise to design, build, and maintain highly available and performant systems in IT Operation

What we want?
- Create and maintain automation tools and infrastructure to streamline operations and improve efficiency.
- Develop scripts, tools, and monitoring systems to automate repetitive tasks.
- Manage the infrastructure and configuration of systems.
Incident response and on-call support to address system failures and service disruptions. Perform root cause analysis to identify the underlying causes of incidents and implement preventive measures to avoid similar issues in the future.
- Install, configure, and maintain Linux-based systems and servers.
- Perform regular system maintenance tasks such as applying updates, patches, and security configurations.

Who are looking for?
- 0-10 years work experience on Operating system Linux Servers (*New graduates are welcome for junior positions)
- Bachelor’s degree in Computer Engineering or Computer Science and/or Master's degree business or Computer science
- Experience as a Linux Administrator or in a similar role.
- Highly competent at least one or two programming languages such as C#, .Net, C++, Java, NodeJS, Python, PHP, Ladder (PLC), etc.
- Knowledgeable in modern enterprise software architectures for large scale deployment.
- Eager to learn new technologies and to apply it to real use.
- Analytical and creative in problem solving
- Knowledge in AI and the ability to use AI-related tools and technologies
",Chaengwattana,13.8096132,100.5584052,true,,"46,50,45",ITOMS,Suttida,true,false,0,0,e7942e83d3dabb5ea444a76887243b5e8497ece3.jpg,software-engineer-it-infrastructure,false,Junior,Full Time,2023-07-07T09:27:05.020051,suttida,2023-08-16T03:38:36.024172,rinrada.khw,
a38698d9-cf78-4cf4-9e4e-80846e3cab32,Database Administrator ,"Job Highlights
- Competitive salary with high benefits
- MS SQL, Microsoft SQL, Oracle
- Fresh Graduate are welcome

We are looking for a Database Administrator, you will be responsible for implement database software and related software with high quality service. And proactive maintenance database for each customer site and create proactive report. And also support for incident for each database that under the supervision of MFEC.

What we want?
- Install, configure, upgrade and migrate the database server on On-premise and Cloud solution.
- Design and implement high availability and disaster recovery feature of database server.
- Design backup and recovery database process.
- Monitor database performance, identify problem and system performance tuning of database server.
- Develop SQL script, schema design, code review and SQL query tuning.
- Control access permission, privilege and security.
- Be available for on-call, e-mail support as needed.

Who are we looking for? 
- Bachelor’s Degree in Computer Science, Computer Engineer or related fields.
- 0 – 2 years of experience (Fresh Graduate are welcome).
- Knowledge in RDBMS Product or SQL language will be advantage.
- Experience in MS SQL, Oracle.
- Experience in UNIX and Windows operating system.
- Able to work overtime at customer sites.
- Able to work effectively both as part of a team.
- Positive attitude.
- Self-study from text document and able to adapt.
- Good personal skill for reading and speaking English.
- Knowledge in AI and ability to use AI-related tools and technologies.

MFEC OKR:- As MFEC People, you will be a part of our talent team. Besides your  main responsibilities, you do have special projects as part of OKR. However, the percentages will be different according to the positions and teams. ","Head Office : Chatuchak,  SJ Infinite One Business Complex 
",13.8096132,100.5584052,true,,52,DIS & DPM,Nitchakarn Sungket,true,false,0,0,14c7ec714c2ea34419d67d4edafa7308e887d1ff.jpg,database-administrator,false,Junior,Full Time,2021-09-20T07:26:55.81149,nitchakarn_s,2023-11-14T08:48:13.105148,pachara_i,
2e362f98-1982-4e0a-9cea-a6b305f2bba6,System Engineer Internship,"Learning basic infrastructure concepts on enterprise company
Implement and Preventive Maintenance on Infrastructure
- Virtualization Concept
- Modernization Infra & Application
- Windows and Linux server
- Enterprise Storage
- Backup Solution
Preventive Maintenance Infrastructure","Branch : Chatuchak, Lao Peng Nguan Building
",13.8096132,100.5584052,true,,,Joint Professional Services (JP),,true,false,0,0,9feb649eeb930ca8f178fe2db7bae511635b39cc.png,system-engineer-intern,false,Others,Internship,2022-08-05T11:05:00.091788,methavadee,2024-02-15T09:11:35.534817,pornphawit.see,
3d5dcbbe-1c93-4d42-95fa-b664c6288a7c,Business Development Internship,"- วิเคราะห์ธุรกิจ
- ทำ Excel เป็น (อย่างน้อยถึง vlookup)
- market research
- business analysis
- content creation
- data analysis (ability to use excel: simple functions/ pivot table

job qualification :
- มีความรู้ด้าน AI และสามารถใช้เครื่องมือและเทคโนโลยีที่เกี่ยวข้องกับ AI ได้
","Head Office : Chatuchak, SJ Infinite One Business Complex",13.8096132,100.5584052,true,,,,,true,false,0,0,dfb4b2a1622734852b8abf6a619c0275a4ab8c2e,business-development,false,Others,Internship,2022-09-21T16:18:16.135201,chanon.sri,2024-07-10T06:57:01.774745,rinrada_k,
3cf4c8f6-b785-4e2e-952f-a9c7e09a4796,Video Editor Internship,"- ผลิตสื่อมัลติมีเดียสำหรับใช้ภายในและภายนอกองค์กร
- มีทักษะการจับใจความและสื่อสารเรื่องราวผ่านวีดิโอได้อย่างครบถ้วนถูกต้อง
- สามารถเขียนสคริปและวาง Story Board
- สามารถถ่ายภาพและวีดิโอ
- สามารถใช้โปรแกรมตัดต่อวีดิโอได้ดี
- สามารถทำ Motion Graphic ได้ดี

Job Qualification :
- กำลังศึกษาอยู่ในระดับปริญญาตรีในสาขาที่เกี่ยวข้อง
- มีระยะฝึกงาน 4 เดือนขึ้นไป
- มีความรู้ด้าน AI และสามารถใช้เครื่องมือและเทคโนโลยีที่เกี่ยวข้องกับ AI ได้","Head Office : Chatuchak, SJ Infinite One Business Complex",13.8096132,100.5584052,true,,,CCB,,true,true,0,0,e341efad4863036850e777ab46784bc6a52fb1bd.png,video-editor-internship,false,Others,Internship,2023-07-17T04:33:06.022741,methavadee,2024-07-09T02:59:17.971698,vatsiri,
e497b8c8-a1bd-4a4c-8f55-368bfb16628d,IT Support Officer,"Job Highlight  
- Open for New Graduation
- Installing and configuring computer and network
- Good communication & collaboration

We are looking for new members of IT Support to monitors and  maintains the company computer systems, installs and configures hardware and software, and solves technical problems.

What we want?
- Installing and configuring computer hardware, software, systems, networks, printers and scanners.
- Monitoring and maintaining computer systems and networks.
- Responding in a timely manner to service issues and requests.
- Providing technical support across the company (this may be in person or over the phone)
- Setting up accounts for new users.
- Repairing and replacing equipment as necessary.
- Testing new technology.
- Other assign by Team Leader.

Who are we looking for?
- Bachelor degree in Computer Engineering, Computer Science, Information Technology or related field
- New graduated are welcome, Having experience is a plus
- Having System skills (Windows, Linux, Server) and Network skills (CISCO router, switch, firewall)
- Knowledge of cyber security 
- Positive thinking
- Good communication & collaboration
","Site Customer : phaholyothin, Ratchada",13.8096132,100.5584052,true,,46,ITOMS,,true,true,0,3,e0bf13fb5e60ee3484349e9284b46affce9811c8.jpg,it support officer,false,Junior,Full Time,2022-03-10T03:57:28.071816,suttida,2023-10-17T06:36:50.240588,suttida,
1e3a691e-3d20-496f-ac60-cba9d0f3bd7b,Content Creative and Comunity Internship,"- ช่วย Support งาน Event Marketing
- ช่วยเขียน Content บน Fan Page
- ช่วย Support activity สำหรับ Employee Engagement

Job Qualification :
- กำลังศึกษาอยู่ในระดับปริญญาตรีในสาขาที่เกี่ยวข้อง
- มีระยะฝึกงานตั้งแต่ 4 เดือนขึ้นไป
- มีความรู้ด้าน AI และสามารถใช้เครื่องมือและเทคโนโลยีที่เกี่ยวข้องกับ AI ได้
","Head Office : Chatuchak, SJ Infinite One Business Complex",13.8096132,100.5584052,true,,,Data Cafe,,true,true,0,0,5b4fa0fe5b7c8c50cd21bacdf2cf494e7d9bd739.png,community-internship,false,Others,Internship,2023-07-17T04:36:46.006499,methavadee,2024-05-20T08:02:03.213789,vatsiri,
e9b6cf10-012a-40ab-b692-51c7bbcd1b28,Application Deployment Officer,"Job Highlights
- Day-to-day application deployment support.
- IT Infrastructure Knowledge.
- Shell script, Java, Openshift & Jenkins 

You will responsible to support day to day application change management activities, including branch maintenance, code merging, deployment package build and configuration changes.

What we want?
- Maintain a source code repository and manages key information such as version number, build and deployment procedures, dependencies, and notification lists.
- Manage and maintain the enterprise Deployment Schedule, across Production and UAT, Mock-Run environments, by partnering with IT application and infrastructure teams. (including internal resources and 3rd party service providers)
- Conduct application deployment readiness stage-gate reviews, deployment de-conflict session and post-mortems, with the goal of helping manage risk and resolving issues that affect deployment scope, schedule, and quality.
- Manage incoming demand from project team & IT functional teams with respect to Application Deployments. Partner to create staffing plans (core/flex model ramp up and ramp down). Serve as the primary contact for Application Development team members & IT Infrastructure teams to related service provider.
- Identify opportunities to streamline and/or automate Application Deployment related activities.
- Responsible for updating and maintaining Deployment Management policy and procedures, including alignment with other IT policies / processes including PM / SDLC Framework, Change Management, etc.

Who are we looking for?
- 1-2 years of experience with Windows Server, UNIX, Virtualization Technology, VMware.
- Having knowledge and skill of Windows and UNIX command line.
- Having knowledge of Java, Openshift, Jenkins and application will be advantage.
- Basic knowledge of IT Infrastructure.
- Able to use Shell script.
- Having a certification is a plus.
- Knowledge in AI and the ability to use AI-related tools and technologies

MFEC OKR:- As MFEC People, you will be a part of our talent team. Besides your main responsibilities, you do have special projects as part of OKR. However, the percentages will be different according to the positions and teams.
",Customer Site : Chaengwattana,13.8096132,100.5584052,true,,"46,50",ITOMS,Kittikun Moondern,true,false,0,0,0ffb3677b441051e702776f0a18a103faa881ccb.jpg,application-deployment-officer,false,Junior,Full Time,2022-01-26T13:56:10.763674,kittikun_m,2023-08-16T03:27:48.845334,rinrada.khw,
